State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Jharkhand,1000,1000.0,7.00,12,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Karnataka,1000,1000.0,6.88,10,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Karnataka,1000,1000.0,6.93,11,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Kerala,2000,2000.0,7.05,15,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Meghalaya,100,100.0,99.37/6.9109,"Re-issue of 6.82% Meghalaya SDL 2031 Issued on April 16, 2021","Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Price based
Meghalaya,100,100.0,99.42/7.0740,"Re-issue of 7.02% Meghalaya SDL 2041 Issued on September 08, 2021","Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Price based
Mizoram,104,104.0,7.06,13,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Punjab,750,750.0,99.43/6.9197,"Re-issue of 6.84% Punjab SDL 2031 Issued on September 29, 2021","Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Price based
Punjab,500,55.022,99.84/6.9997,"Re-issue of 6.98% Punjab SDL 2033 Issued on September 29, 2021","Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Price based
Rajasthan,1000,1000.0,6.01,5,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Rajasthan,1000,1000.0,6.91,10,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Tamil Nadu,1000,1000.0,6.90,10,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Telangana,1500,1500.0,7.09,19,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Uttar Pradesh,2500,2500.0,6.92,10,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
West Bengal,2500,2500.0,7.05,15,"Oct 05, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52352,Yield based
Andhra Pradesh,500,500.0,6.93,17,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Andhra Pradesh,500,500.0,6.94,20,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Assam,600,600.0,6.85,10,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Goa,100,100.0,6.83,10,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Jammu and Kashmir,500,500.0,6.98,15,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Kerala,1500,1500.0,6.99,15,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Maharashtra,2000,2000.0,99.73/6.8169,"Re-issue of 6.78% Maharashtra SDL 2031 Issued on May 25, 2021","Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Price based
Meghalaya,100,100.0,4.69,2,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Meghalaya,100,100.0,99.35/5.1899,"Re-issue of 4.95% Meghalaya SDL 2024 Issued on September 08, 2021","Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Price based
Puducherry,123.86,123.86,5.96,5,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Punjab,1000,1000.0,6.84,10,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Punjab,1000,919.87,6.98,12,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Rajasthan,1000,1000.0,6.23,6,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Rajasthan,1000,1000.0,6.94,12,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Telangana,1000,1000.0,6.93,16,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Tripura,300,300.0,6.99,15,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Uttar Pradesh,2500,2500.0,6.84,10,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
West Bengal,3500,3500.0,6.99,15,"Sep 28, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52307,Yield based
Andhra Pradesh,500,500.0,6.86,14,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Andhra Pradesh,500,500.0,6.87,19,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Kerala,500,500.0,6.86,14,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Madhya Pradesh,2000,2000.0,100.42/6.7911,"Re-issue of 6.85% Madhya Pradesh SDL 2031 Issued on September 15, 2021","Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Price based
Maharashtra,2500,2500.0,100.05/6.7710,"Re-issue of 6.78% Maharashtra SDL 2031 Issued on May 25, 2021","Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Price based
Nagaland,150,150.0,6.80,10,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Rajasthan,1000,1000.0,6.77,10,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Rajasthan,500,500.0,6.86,15,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Sikkim,251,251.0,6.80,10,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Tamil Nadu,1000,1000.0,6.76,10,"Sep 21, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52261,Yield based
Andhra Pradesh,1000,1000.0,6.98,15,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Assam,600,600.0,6.87,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Chhattisgarh,1000,1000.0,6.53,7,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Goa,100,100.0,6.85,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Jharkhand,500,500.0,6.87,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Madhya Pradesh,2000,2000.0,6.85,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Maharashtra,2000,2000.0,6.91,12,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Maharashtra,2000,2000.0,6.91,13,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Manipur,147,147.0,6.87,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Punjab,1000,1000.0,100.08/6.8785,"Re-issue of 6.89% Punjab SDL 2031 Issued on September 08, 2021","Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Price based
Uttar Pradesh,2500,2500.0,6.87,10,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
West Bengal,1000,1000.0,6.98,15,"Sep 14, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52225,Yield based
Andhra Pradesh,1000,1000.0,7.00,18,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Andhra Pradesh,1000,1000.0,7.02,20,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Bihar,2000,2000.0,6.85,9,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Goa,200,200.0,6.88,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Gujarat,1500,1500.0,6.84,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Meghalaya,100,100.0,4.95,3,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Meghalaya,100,100.0,7.02,20,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Mizoram,80,80.0,7.00,13,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Punjab,1000,1000.0,6.89,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Rajasthan,1000,1000.0,6.87,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Telangana,1500,1500.0,7.00,15,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Uttar Pradesh,2500,2500.0,6.89,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
West Bengal,2500,2500.0,6.85,10,"Sep 07, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52185,Yield based
Andhra Pradesh,1000,1000.0,7.05,14,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Assam,500,500.0,4.97,3,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Gujarat,1000,1500.0,6.28,6,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Haryana,1000,1000.0,6.87,10,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Himachal Pradesh,500,500.0,6.93,10,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Himachal Pradesh,500,500.0,6.98,11,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Jammu and Kashmir,600,600.0,7.08,15,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Kerala,2000,2000.0,7.04,13,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Kerala,1500,1500.0,7.06,18,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Madhya Pradesh,2000,2000.0,5.99,5,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Punjab,1250,1250.0,100.10/6.9554,"Re-issue of 6.97% Punjab SDL 2031 Issued on August 18, 2021","Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Price based
Rajasthan,1500,1500.0,6.91,10,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Telangana,1000,1000.0,7.05,14,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
West Bengal,1500,1500.0,7.12,30,"Aug 31, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52146,Yield based
Assam,600,600.0,6.98,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Goa,100,100.0,6.97,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Kerala,1500,1500.0,6.97,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Kerala,1000,1000.0,7.19,30,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Maharashtra,2000,2000.0,6.38,6,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Tamil Nadu,1000,1000.0,6.95,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Uttar Pradesh,2500,2500.0,6.98,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
West Bengal,2500,2500.0,6.99,10,"Aug 24, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52099,Yield based
Assam,600,600.0,6.97,10,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Haryana,1000,1000.0,6.92,9,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Maharashtra,2000,2000.0,6.43,6,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Nagaland,150,150.0,6.97,10,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Punjab,1250,1250.0,6.97,10,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Tamil Nadu,1000,1000.0,6.97,10,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Uttar Pradesh,2500,2500.0,6.97,10,"Aug 17, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52069,Yield based
Goa,100,100.0,6.99,10,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Gujarat,1000,1500.0,6.98,10,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Jammu and Kashmir,500,500.0,7.10,12,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Maharashtra,2000,2000.0,6.24,5,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Tamil Nadu,2000,2000.0,7.00,10,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Telangana,2000,2000.0,7.09,13,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Uttar Pradesh,2500,2500.0,7.02,10,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
West Bengal,1500,1500.0,6.79,7,"Aug 10, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52029,Yield based
Andhra Pradesh,1000,1000.0,7.14,16,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Andhra Pradesh,1000,1000.0,7.14,20,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Assam,500,500.0,6.25,5,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Bihar,2000,2000.0,6.77,7,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Haryana,1500,1500.0,6.98,10,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Maharashtra,2000,2000.0,7.10,15,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Tamil Nadu,2000,2000.0,6.98,10,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Telangana,1500,1500.0,7.14,20,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
West Bengal,1000,1000.0,7.00,10,"Aug 03, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51994,Yield based
Tamil Nadu,2000,2000.0,6.97,10,"Jul 27, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51956,Yield based
Uttar Pradesh,2500,2500.0,6.99,10,"Jul 27, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51956,Yield based
West Bengal,2500,2500.0,6.99,9,"Jul 27, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51956,Yield based
Maharashtra,2000,2000.0,98.51/6.9901,"Re-issue of 6.78% Maharashtra SDL 2031 issued on May 25, 2021","Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Price based
Manipur,200,200.0,7.01,10,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Rajasthan,1000,1000.0,6.27,5,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Tamil Nadu,1000,1000.0,6.97,10,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Tamil Nadu,1000,1000.0,7.24,30,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Telangana,1000,1000.0,7.17,20,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Uttar Pradesh,2500,2500.0,7.01,10,"Jul 19, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51920,Yield based
Andhra Pradesh,1000,1000.0,7.12,14,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Andhra Pradesh,750,750.0,7.14,15,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Bihar,2000,2000.0,6.82,7,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Goa,100,100.0,6.99,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Gujarat,1500,2000.0,6.95,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Madhya Pradesh,2000,2000.0,7.00,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Maharashtra,1000,1250.0,6.95,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Rajasthan,500,500.0,6.29,5,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Rajasthan,600,600.0,7.00,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Tamil Nadu,1000,1000.0,6.98,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Tamil Nadu,1000,1000.0,99.74/6.9863,"Re-issue of 6.95% Tamil Nadu SDL 2031 issued on July 07, 2021","Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Price based
Telangana,2000,2000.0,7.24,30,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Uttarakhand,500,500.0,7.00,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Uttar Pradesh,2500,2500.0,6.99,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
West Bengal,1500,1500.0,7.02,10,"Jul 13, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51886,Yield based
Andhra Pradesh,1000,1000.0,7.15,16,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Andhra Pradesh,1000,1000.0,7.19,17,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Assam,500,500.0,6.33,5,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Bihar,2000,2000.0,6.75,6,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Chhattisgarh,1000,1000.0,6.82,7,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Goa,100,100.0,6.99,10,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Gujarat,1000,1000.0,6.91,9,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Maharashtra,1000,1500.0,6.94,10,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Maharashtra,1000,1000.0,7.01,11,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Mizoram,100,100.0,7.12,13,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Punjab,1200,1200.0,99.71/6.9905,"Re-issue of 6.95% Punjab SDL 2031 issued on June 30, 2021","Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Price based
Rajasthan,1000,1000.0,6.97,10,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Tamil Nadu,1000,1000.0,6.95,10,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Tamil Nadu,1000,1000.0,99.07/6.9604,"Re-issue of 6.83% Tamil Nadu SDL 2031 issued on June 23, 2021","Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Price based
West Bengal,1500,1500.0,6.83,7,"Jul 06, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51857,Yield based
Goa,100,100.0,6.96,10,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
Gujarat,1500,2000.0,6.88,10,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
Jammu and Kashmir,900,900.0,7.10,12,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
Kerala,2000,2000.0,7.13,25,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
Kerala,1000,1000.0,7.20,35,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
Maharashtra,1000,1500.0,6.89,10,"Jun 29, 2021",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=51805,Yield based
